002fcbe4-503c-400d-8cc0-77a395570ade,Military Recaptures Bama As More Insurgents Are Killed in Adamawa,,2015-03-11,,http://www.thisdaylive.com/articles/military-recaptures-bama-as-more-insurgents-are-killed-in-adamawa/203836/,https://web.archive.org/web/20150330042016/http://www.thisdaylive.com/articles/military-recaptures-bama-as-more-insurgents-are-killed-in-adamawa/203836/,2015-03-30T04:20:16,002fcbe4-503c-400d-8cc0-77a395570ade,,Nigeria,NigeriaThis Day,This Day,a3a288a6-0200-4f87-936b-f525342f291a
017326a6-80d1-44de-ad81-a72f47318254,Why insecurity is escalating – Buratai,,2017-08-05,,http://thenationonlineng.net/insecurity-escalating-buratai/,https://web.archive.org/web/20170906155743/http://thenationonlineng.net/insecurity-escalating-buratai/,2017-09-06T15:57:43,017326a6-80d1-44de-ad81-a72f47318254,,Nigeria,NigeriaThe Nation,The Nation,a8df2f4e-c4b2-4329-bf08-d6b525996d07
043dfc11-fa5b-4381-8769-7763eef70a1d,Nigeria to deploy 700 soldiers for Peace Keeping Operations in Liberia- Army,,2013-09-06,,https://www.premiumtimesng.com/news/144259-nigerian-deploy-700-soldiers-peace-keeping-operations-liberia-army.html,https://web.archive.org/web/20130910195411/https://www.premiumtimesng.com/news/144259-nigerian-deploy-700-soldiers-peace-keeping-operations-liberia-army.html,2013-09-10T19:54:11,043dfc11-fa5b-4381-8769-7763eef70a1d,,Nigeria,NigeriaPremium Times,Premium Times,80936b96-33ba-406a-babe-7abd5b0391f0
047b7dbf-b4e6-4848-b868-0ad63d226aa4,"Boko Haram in Four-Hour Reign of Terror, Kills 35 in Yobe",,2014-05-28,,http://www.vanguardngr.com/2014/05/boko-haram-four-hour-reign-terror-kills-35-yobe/,https://web.archive.org/web/20150111171221/http://www.vanguardngr.com/2014/05/boko-haram-four-hour-reign-terror-kills-35-yobe/,2015-01-11T17:12:21,047b7dbf-b4e6-4848-b868-0ad63d226aa4,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
07c77b18-66b2-42dc-83be-82da10e9ceec,Owoseni replaces Aderanti as Lagos CP,,2015-07-02,,http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,https://web.archive.org/web/20160627144853/http://guardian.ng/news/metro/owoseni-replaces-aderanti-as-lagos-cp/,2016-06-27T14:48:53,07c77b18-66b2-42dc-83be-82da10e9ceec,,Nigeria,NigeriaThe Guardian,The Guardian,966737d1-e1b8-4498-8a96-9b42eceb25d3
07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,Troops welfare: Army to review fees in command schools,,2016-07-22,,http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,https://web.archive.org/web/20160723163707/http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,2016-07-23T16:37:07,07eb86a9-ddb5-4051-a3c5-b5b0892fabbe,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
0a33bba3-ef02-46e0-897c-0195d43ab626,Nigerian Army | 7 Division,,,,http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,https://web.archive.org/web/20150402101528/http://army.mil.ng/Nigerian%20Army%20-%207%20%20Division.html,2015-04-02T10:15:28,0a33bba3-ef02-46e0-897c-0195d43ab626,,Nigeria,NigeriaNigerian Army,Nigerian Army,0a15e4a0-56bf-440d-bc1a-44a444700ac8
0b4ea4e0-fade-4d35-b449-c36e265795d3,Boko Haram Will Soon Be Contained - GOC,,2012-07-02,,http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,https://web.archive.org/web/20120702163833/http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,2012-07-02T16:38:33,0b4ea4e0-fade-4d35-b449-c36e265795d3,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
0d12b749-2640-414a-bda6-7b4c9f46ffaa,Nigerian Army Updates Officers On Operations Planning,,2013-04-28,,http://www.channelstv.com/2013/04/28/nigerian-army-updates-officers-on-operations-planning/,https://web.archive.org/web/20160420203208/http://www.channelstv.com/2013/04/28/nigerian-army-updates-officers-on-operations-planning/,2016-04-20T20:32:08,0d12b749-2640-414a-bda6-7b4c9f46ffaa,,Nigeria,NigeriaChannels Television,Channels Television,b1f055ba-0099-47cc-9997-3e910e96fde9
1269b9a8-4391-4982-9f87-e8946788adfc,"Ops Python Dance 2: GOC 82 Div tours IPOB leader, Nnamdi Kanu’s home town",,2017-09-13,,https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,https://web.archive.org/web/20170914203506/https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,2017-09-14T20:35:06,1269b9a8-4391-4982-9f87-e8946788adfc,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
